,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
397,Female,37,Yes,3.0,Entertainment,Yes,6.0,Average,Hydro,A
398,Male,29,Yes,3.0,Executive,No,1.0,Average,Solar,D
399,Female,68,Yes,2.0,Artist,Yes,1.0,High,Solar,C
400,Female,25,No,1.0,Engineer,No,1.0,Low,Hydro,D
401,Male,29,No,,Healthcare,No,1.0,Low,Solar,D
402,Female,48,Yes,2.0,Doctor,Yes,0.0,Low,Solar,C
403,Female,51,Yes,3.0,Doctor,Yes,1.0,Average,Tidal,C
404,Female,40,Yes,5.0,Engineer,Yes,1.0,High,Biomass,B
405,Male,47,Yes,6.0,Artist,Yes,0.0,Average,Not Interested,B
406,Male,39,Yes,3.0,Executive,Yes,,High,Solar,B
407,Male,35,Yes,4.0,Executive,Yes,1.0,Average,Solar,C
408,Female,19,No,3.0,Healthcare,No,2.0,Low,Solar,D
409,Female,21,No,,Healthcare,No,7.0,Low,Solar,D
410,Male,46,Yes,3.0,Entertainment,Yes,0.0,Average,Hydro,B
411,Male,86,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,B
412,Male,66,Yes,2.0,Artist,Yes,0.0,High,Solar,B
413,Male,42,No,5.0,Marketing,No,1.0,Low,Hydro,D
414,Female,73,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
415,Male,72,Yes,1.0,Engineer,No,1.0,Low,Solar,A
416,Male,53,Yes,3.0,Artist,Yes,0.0,Low,Solar,B
417,Female,39,Yes,2.0,Artist,Yes,8.0,Average,Solar,C
418,Female,27,No,1.0,Homemaker,No,9.0,Low,Solar,D
419,Male,63,Yes,,Entertainment,No,1.0,Average,Solar,B
420,Female,23,No,3.0,Healthcare,No,1.0,Low,Hydro,D
421,Female,30,No,4.0,Entertainment,Yes,0.0,Low,Solar,B
422,Female,39,Yes,2.0,Artist,Yes,5.0,Average,Solar,C
423,Male,26,Yes,3.0,Artist,Yes,1.0,Average,Solar,B
424,Female,50,Yes,3.0,Entertainment,Yes,7.0,Low,Solar,A
425,Female,45,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
426,Female,62,No,1.0,Entertainment,No,2.0,Low,Solar,A
427,Female,27,No,3.0,Doctor,Yes,1.0,Low,Solar,A
428,Male,57,Yes,,Entertainment,Yes,1.0,Low,Solar,A
429,Female,30,Yes,7.0,Engineer,No,1.0,Average,Hydro,A
430,Male,32,No,4.0,Healthcare,No,7.0,Low,Wind,A
431,Male,18,No,5.0,Executive,,,Low,Hydro,A
432,Male,47,No,3.0,Artist,No,3.0,Low,Geothermal,B
433,Female,32,No,4.0,Artist,Yes,4.0,Low,Biomass,A
434,Female,32,Yes,3.0,Engineer,No,5.0,Low,Tidal,A
435,Male,67,Yes,4.0,Doctor,Yes,1.0,Average,Solar,B
436,Female,77,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
437,Male,79,Yes,2.0,,No,0.0,Average,,C
438,Male,31,No,1.0,Entertainment,No,1.0,Low,Hydro,A
439,Male,42,Yes,3.0,Artist,Yes,0.0,Low,Hydro,A
440,Female,18,No,6.0,,No,0.0,Low,Solar,D
441,Male,50,Yes,4.0,Artist,Yes,1.0,Average,Biomass,C
442,Male,71,Yes,5.0,Artist,Yes,0.0,Average,Solar,C
443,Female,72,Yes,3.0,Lawyer,No,1.0,Low,Solar,A
444,Male,47,Yes,3.0,Artist,Yes,,Low,Solar,A
445,Male,45,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
446,Female,40,No,5.0,Engineer,No,9.0,Low,Hydro,A
447,Female,36,No,1.0,Engineer,Yes,4.0,Low,Solar,A
448,Female,42,No,1.0,Artist,Yes,,Low,Solar,B
449,Male,30,No,4.0,Healthcare,No,4.0,Low,Solar,D
450,Female,29,No,4.0,Healthcare,Yes,2.0,Low,Hydro,B
451,Male,28,No,5.0,Engineer,Yes,0.0,Low,Hydro,D
452,Male,22,,2.0,Healthcare,No,,Low,Solar,D
453,Male,85,Yes,1.0,Lawyer,No,,Low,Solar,D
454,Female,40,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
455,Female,52,Yes,2.0,Artist,Yes,14.0,Average,Solar,C
456,Male,47,Yes,,Artist,Yes,0.0,Low,Solar,C
457,Male,26,No,6.0,Artist,No,6.0,Low,Geothermal,D
458,Female,55,No,1.0,Marketing,Yes,3.0,Low,Solar,B
459,Female,20,No,4.0,Doctor,No,4.0,Low,Solar,D
460,Female,87,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
461,Male,28,No,2.0,Healthcare,No,0.0,Low,Hydro,A
462,Male,38,No,2.0,Artist,No,2.0,Low,Wind,A
463,Male,42,Yes,2.0,Entertainment,No,1.0,Low,Hydro,B
464,Male,42,Yes,6.0,Marketing,No,0.0,High,Hydro,A
465,Female,29,No,4.0,Engineer,No,1.0,Low,Solar,D
466,Male,32,No,4.0,Doctor,Yes,0.0,Low,Solar,A
467,Male,38,Yes,5.0,Executive,No,,High,Hydro,D
468,Female,59,Yes,2.0,Artist,No,1.0,High,Solar,C
469,Male,22,No,2.0,Healthcare,No,0.0,Low,Wind,D
470,Female,26,No,,Homemaker,No,9.0,Low,Hydro,D
471,Female,78,Yes,2.0,Artist,Yes,1.0,High,Solar,C
472,Female,32,No,3.0,Healthcare,Yes,0.0,Low,Hydro,A
473,Male,37,Yes,4.0,Artist,Yes,0.0,Average,Not Interested,C
474,Male,37,Yes,4.0,Healthcare,Yes,1.0,High,Solar,B
475,Male,67,No,2.0,Lawyer,No,,Low,Solar,D
476,Male,47,Yes,4.0,Artist,No,0.0,High,Solar,B
477,Female,68,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
478,Male,30,No,5.0,Healthcare,Yes,3.0,Low,Tidal,C
479,Female,48,Yes,1.0,Entertainment,Yes,2.0,Low,Tidal,A
480,Female,43,No,1.0,Artist,Yes,6.0,Low,Solar,C
481,Male,33,Yes,2.0,Healthcare,Yes,9.0,Low,Solar,D
482,Male,31,Yes,5.0,Healthcare,No,0.0,Average,Hydro,D
483,Male,32,Yes,2.0,Healthcare,Yes,1.0,Low,Solar,D
484,Female,21,No,4.0,Healthcare,No,1.0,Low,Biomass,D
485,Female,29,No,4.0,Homemaker,No,2.0,Low,Wind,D
486,Female,35,Yes,2.0,Artist,Yes,1.0,Low,Hydro,A
487,Male,46,Yes,3.0,Artist,No,0.0,Low,Hydro,A
488,Female,38,Yes,2.0,Artist,Yes,9.0,High,Biomass,B
489,Female,32,No,3.0,Healthcare,Yes,1.0,Low,Solar,C
490,Female,28,No,7.0,Artist,Yes,3.0,Low,Biomass,A
491,Female,68,Yes,1.0,Lawyer,Yes,3.0,Low,Solar,A
492,Female,45,Yes,1.0,Artist,Yes,4.0,Low,Solar,C
493,Male,58,Yes,3.0,Artist,Yes,0.0,Average,Not Interested,C
494,Male,28,No,2.0,Entertainment,No,1.0,Low,Not Interested,A
495,Female,32,No,3.0,Healthcare,No,12.0,Low,Solar,A
496,Male,30,No,1.0,Doctor,Yes,1.0,Low,Wind,B
497,Female,42,Yes,4.0,Homemaker,No,3.0,Average,Solar,D
498,Male,22,No,6.0,,No,,Low,Tidal,D
499,Male,41,No,3.0,Artist,Yes,,Low,Solar,C
500,Female,18,No,4.0,Healthcare,No,6.0,Low,Not Interested,D
501,Female,29,Yes,3.0,Healthcare,Yes,8.0,Low,Wind,D
502,Female,33,No,3.0,Healthcare,Yes,0.0,Low,Solar,A
503,Male,47,No,,Artist,No,1.0,Low,Hydro,A
504,Female,57,Yes,2.0,Doctor,Yes,1.0,Low,Not Interested,A
505,Male,36,Yes,3.0,Executive,Yes,1.0,Low,Solar,D
506,Male,57,Yes,3.0,Executive,Yes,1.0,High,Solar,C
507,Male,18,No,2.0,Healthcare,No,1.0,Low,Solar,D
508,Male,52,,5.0,Artist,Yes,1.0,Average,Hydro,C
509,Male,52,Yes,6.0,Artist,Yes,1.0,Average,Solar,C
510,Male,51,No,4.0,Artist,,6.0,Low,Hydro,B
511,Female,37,Yes,2.0,Entertainment,Yes,0.0,Average,Tidal,B
512,Male,36,No,1.0,Marketing,Yes,0.0,Low,Solar,A
513,Female,29,No,3.0,Healthcare,Yes,9.0,Low,Hydro,A
514,Male,45,Yes,4.0,Artist,Yes,1.0,Average,Wind,C
515,Male,61,No,1.0,Artist,Yes,0.0,Low,Solar,B
516,Male,52,Yes,4.0,Entertainment,Yes,1.0,Average,Solar,A
517,Female,49,Yes,1.0,Homemaker,Yes,14.0,Low,Solar,A
518,Male,40,Yes,2.0,Entertainment,Yes,,Average,Hydro,B
519,Female,31,No,5.0,Healthcare,No,1.0,Low,Hydro,C
520,Male,42,Yes,3.0,Entertainment,No,1.0,Low,Hydro,A
521,Male,51,Yes,5.0,Engineer,Yes,1.0,Average,Solar,C
522,Female,42,No,1.0,Healthcare,Yes,8.0,Low,Not Interested,D
523,Male,29,No,4.0,Doctor,Yes,1.0,Low,Solar,C
524,Female,33,No,1.0,Healthcare,Yes,8.0,Low,Hydro,A
525,Male,27,No,3.0,Healthcare,Yes,,Low,Solar,D
526,Female,21,No,4.0,Healthcare,No,0.0,Low,Biomass,D
527,Male,35,Yes,3.0,Artist,No,9.0,Average,Solar,B
528,Female,42,No,1.0,Doctor,Yes,0.0,Low,Solar,A
529,Female,41,No,1.0,Artist,Yes,2.0,Low,Solar,C
530,Male,39,No,3.0,Artist,Yes,0.0,Low,Solar,B
531,Female,28,No,1.0,Doctor,No,14.0,Low,Solar,A
532,Female,45,Yes,,Engineer,Yes,3.0,Average,Wind,B
533,Female,61,Yes,2.0,Doctor,Yes,1.0,Average,Solar,B
534,Male,62,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
535,Male,65,Yes,2.0,Entertainment,Yes,1.0,Average,Solar,C
536,Male,45,Yes,2.0,Doctor,Yes,1.0,Average,Wind,A
537,Female,26,Yes,2.0,Engineer,Yes,9.0,Low,Solar,B
538,Female,25,No,5.0,Artist,Yes,4.0,Low,Solar,C
539,Female,45,Yes,4.0,Artist,Yes,1.0,Average,Not Interested,C
540,Male,43,Yes,4.0,Executive,No,0.0,High,Solar,B
541,Male,49,Yes,3.0,Executive,Yes,1.0,High,Solar,C
542,Male,55,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
543,Female,37,No,1.0,Artist,Yes,3.0,Low,Solar,B
544,Male,65,Yes,2.0,Entertainment,Yes,1.0,High,Solar,C
545,Female,32,No,5.0,,No,10.0,Low,Solar,C
546,Female,39,No,3.0,Engineer,No,0.0,Low,Hydro,A
547,Female,40,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
548,Male,72,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,C
549,Female,38,No,1.0,Homemaker,No,5.0,Low,Biomass,B
550,Male,26,No,5.0,Marketing,No,0.0,Low,Solar,D
551,Male,30,No,3.0,Doctor,Yes,1.0,Low,Hydro,D
552,Male,51,Yes,,Homemaker,Yes,1.0,Low,Hydro,A
553,Male,57,No,4.0,Marketing,Yes,1.0,Low,Not Interested,A
554,Female,31,No,1.0,Healthcare,Yes,1.0,Low,Solar,D
555,Male,39,No,1.0,Artist,Yes,0.0,Low,Solar,A
556,Female,30,No,4.0,Engineer,No,0.0,Low,Hydro,A
557,Female,43,Yes,3.0,Artist,No,0.0,Average,Hydro,A
558,Male,27,No,1.0,Healthcare,Yes,8.0,Low,Wind,C
559,Female,46,Yes,4.0,Artist,No,0.0,Average,Wind,C
560,Male,43,Yes,2.0,Artist,No,1.0,Low,Solar,B
561,Male,69,Yes,1.0,Lawyer,Yes,,Low,,A
562,Male,28,Yes,4.0,Entertainment,No,8.0,Average,Not Interested,D
563,Male,43,No,1.0,Entertainment,Yes,9.0,Low,Solar,D
564,Female,27,No,5.0,Healthcare,No,,Low,Not Interested,D
565,Female,28,No,3.0,Healthcare,Yes,1.0,Low,Solar,D
566,Male,33,No,4.0,Artist,No,,Low,Solar,D
567,Female,30,No,1.0,Engineer,No,0.0,Low,,B
568,Male,58,No,2.0,Healthcare,No,4.0,Low,Solar,D
569,Female,38,No,4.0,Engineer,Yes,8.0,Low,Solar,A
570,Female,31,No,4.0,Artist,Yes,1.0,Low,Solar,D
571,Male,32,Yes,5.0,Executive,No,4.0,Average,Hydro,D
572,Male,45,Yes,4.0,Artist,Yes,4.0,Average,Solar,C
573,Male,66,Yes,3.0,Artist,Yes,1.0,Low,Solar,A
574,Female,51,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
575,Female,59,Yes,2.0,Artist,Yes,,Average,Solar,C
576,Female,40,No,1.0,Engineer,Yes,,Low,Wind,B
577,Male,46,Yes,5.0,Artist,Yes,11.0,Average,Solar,C
578,Male,20,No,6.0,Healthcare,No,1.0,Low,Hydro,D
579,Female,84,Yes,2.0,Lawyer,No,1.0,High,Solar,C
580,Female,41,No,1.0,Marketing,Yes,,Low,Solar,D
581,Male,51,Yes,3.0,Artist,No,,Average,Solar,C
582,Male,57,Yes,5.0,Entertainment,Yes,8.0,Average,Biomass,A
583,Female,33,No,1.0,Doctor,No,0.0,Low,Solar,A
584,Male,25,No,3.0,Marketing,No,3.0,Low,Geothermal,D
585,Male,55,Yes,3.0,Artist,Yes,,Average,Hydro,A
586,Female,56,Yes,4.0,Executive,Yes,,High,Tidal,A
587,Male,77,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,C
588,Male,30,Yes,2.0,Healthcare,Yes,1.0,Low,Solar,A
589,Male,23,No,5.0,Healthcare,No,6.0,Low,Hydro,D
590,Female,43,No,4.0,Artist,Yes,2.0,Low,Solar,B
591,Male,39,No,1.0,Entertainment,Yes,5.0,Low,Solar,A
592,Male,29,Yes,2.0,Executive,No,1.0,High,Solar,D
593,Male,37,Yes,2.0,Doctor,Yes,,Low,Solar,D
594,Female,45,Yes,2.0,Engineer,No,2.0,Low,Solar,D
595,Male,48,Yes,2.0,Executive,No,2.0,High,Biomass,D
596,Male,27,Yes,4.0,Entertainment,No,0.0,Average,Solar,A
597,Female,60,Yes,4.0,Entertainment,No,9.0,Low,Wind,B
598,Male,45,Yes,3.0,Entertainment,Yes,4.0,Average,Biomass,B
599,Male,31,No,1.0,Healthcare,Yes,,Low,Solar,D
600,Male,33,No,4.0,Doctor,No,1.0,Low,Hydro,C
601,Male,18,,4.0,,No,6.0,High,Wind,D
602,Female,48,Yes,3.0,Artist,Yes,,Average,Solar,B
603,Female,83,Yes,2.0,Lawyer,No,,Low,Solar,A
604,Male,57,Yes,4.0,Executive,Yes,,Low,Biomass,A
605,Male,26,No,3.0,Healthcare,Yes,,Low,Tidal,D
606,Male,51,Yes,5.0,Artist,Yes,8.0,Low,Solar,A
607,Male,67,Yes,1.0,Executive,No,2.0,High,Solar,C
608,Male,38,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
609,Female,40,No,1.0,Doctor,Yes,0.0,Low,Solar,C
610,Female,45,Yes,2.0,Artist,Yes,5.0,Average,Solar,B
611,Male,48,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
612,Female,69,Yes,2.0,Lawyer,No,0.0,Average,Solar,C
613,Male,21,No,5.0,Healthcare,No,9.0,Low,Solar,D
614,Female,48,Yes,,Engineer,No,1.0,High,Solar,B
615,Female,18,No,3.0,Healthcare,No,,Low,Wind,D
616,Male,72,Yes,3.0,Artist,Yes,0.0,Low,Hydro,C
617,Male,85,Yes,1.0,Lawyer,No,,Low,Solar,D
618,Female,21,No,5.0,Marketing,No,1.0,Low,Hydro,D
619,Female,48,Yes,1.0,Artist,Yes,1.0,Low,Hydro,A
620,Female,37,No,,Entertainment,Yes,6.0,Low,Solar,A
621,Male,28,No,5.0,Healthcare,No,1.0,Low,Hydro,D
622,Male,55,Yes,2.0,Entertainment,Yes,1.0,Low,Solar,A
623,Female,56,No,2.0,Artist,Yes,0.0,Low,Solar,C
624,Male,50,Yes,2.0,Doctor,Yes,1.0,Low,Solar,C
625,Male,21,No,4.0,Healthcare,No,1.0,Low,Solar,D
626,Male,18,No,6.0,Healthcare,No,0.0,Low,Solar,D
627,Male,68,Yes,2.0,Lawyer,Yes,0.0,High,Solar,B
628,Male,47,Yes,1.0,Artist,Yes,13.0,Low,Solar,C
629,Male,75,Yes,2.0,Lawyer,No,1.0,High,Solar,B
630,Male,50,Yes,4.0,Artist,Yes,3.0,Average,Biomass,C
631,Male,31,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
632,Female,30,No,3.0,Artist,Yes,0.0,Low,Solar,A
633,Female,41,Yes,4.0,Artist,Yes,0.0,Low,Solar,A
634,Male,41,Yes,2.0,Executive,,6.0,High,Wind,A
635,Female,35,Yes,1.0,Healthcare,No,2.0,Low,Solar,A
636,Male,37,Yes,1.0,Healthcare,Yes,0.0,Low,Solar,D
637,Male,60,Yes,,Entertainment,Yes,0.0,Low,Solar,D
638,Male,50,Yes,3.0,Doctor,Yes,0.0,Average,Solar,C
639,Male,36,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
640,Female,26,No,3.0,Marketing,No,3.0,Low,Wind,A
641,Male,62,Yes,2.0,,No,7.0,High,Solar,D
642,Male,22,No,4.0,Healthcare,No,0.0,Low,Hydro,D
643,Female,19,No,3.0,Healthcare,No,0.0,Low,Solar,D
644,Female,45,Yes,5.0,Artist,Yes,0.0,Average,Solar,C
645,Female,31,No,4.0,Doctor,No,0.0,Low,Solar,D
646,Male,56,Yes,3.0,Artist,Yes,0.0,Average,Hydro,C
647,Female,62,Yes,5.0,Lawyer,,8.0,Low,Solar,A
648,Female,25,No,3.0,Healthcare,Yes,1.0,Low,Solar,B
649,Female,73,Yes,1.0,Lawyer,Yes,1.0,Low,Solar,B
650,Male,62,Yes,4.0,Doctor,Yes,1.0,Average,Wind,C
651,Male,46,Yes,3.0,Entertainment,No,0.0,Average,Solar,A
652,Female,51,Yes,,Artist,Yes,,Low,Wind,C
653,Male,25,Yes,2.0,Executive,Yes,1.0,High,Solar,A
654,Male,66,Yes,2.0,Executive,,0.0,High,Solar,B
655,Male,27,No,2.0,Marketing,Yes,1.0,Low,Wind,A
656,Male,87,Yes,2.0,Executive,No,1.0,Low,Solar,A
657,Female,47,Yes,1.0,Artist,Yes,0.0,Low,Tidal,A
658,Male,57,Yes,4.0,Artist,Yes,1.0,Average,Solar,C
659,Male,60,Yes,4.0,Artist,Yes,0.0,Average,Wind,A
660,Male,40,Yes,5.0,Executive,Yes,,High,Solar,B
661,Female,32,No,,Doctor,Yes,7.0,Low,Biomass,A
662,Male,28,No,3.0,Healthcare,Yes,2.0,Low,Solar,D
663,Male,39,No,3.0,Doctor,Yes,4.0,Low,Solar,C
664,Female,47,No,1.0,Marketing,Yes,9.0,Low,Solar,D
665,Female,39,No,,,Yes,8.0,Low,Solar,C
666,Male,28,No,,Entertainment,No,1.0,Low,Wind,A
667,Male,69,Yes,3.0,Artist,Yes,0.0,Average,Solar,A
668,Female,42,No,1.0,Artist,Yes,0.0,Low,Solar,D
669,Female,46,Yes,1.0,Engineer,Yes,1.0,Low,Solar,D
670,Female,23,No,3.0,Marketing,No,3.0,Low,Solar,C
671,Male,45,No,5.0,Artist,Yes,1.0,Low,Solar,C
672,Female,38,Yes,4.0,Doctor,Yes,1.0,Average,Solar,B
673,Female,71,Yes,3.0,Lawyer,No,1.0,High,Solar,D
674,Female,26,No,2.0,Doctor,No,0.0,Low,Solar,D
675,Female,60,Yes,2.0,Artist,Yes,8.0,High,Solar,C
676,Female,46,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
677,Male,39,Yes,4.0,Entertainment,Yes,1.0,Average,Wind,C
678,Female,18,No,3.0,Healthcare,No,1.0,Low,Solar,D
679,Male,26,Yes,2.0,Doctor,Yes,1.0,Average,Not Interested,A
680,Male,53,Yes,2.0,Artist,Yes,1.0,High,Solar,D
681,Male,40,Yes,2.0,Entertainment,Yes,1.0,Average,Wind,C
682,Male,76,Yes,7.0,Executive,No,,Low,Hydro,D
683,Male,26,Yes,3.0,Entertainment,Yes,0.0,Average,Wind,A
684,Female,65,Yes,2.0,Artist,Yes,0.0,Average,Solar,C
685,Female,37,No,2.0,Artist,Yes,12.0,Low,Solar,A
686,Male,25,No,4.0,Healthcare,No,0.0,Low,Wind,C
687,Female,21,No,5.0,Engineer,No,0.0,Low,Biomass,D
688,Female,25,No,4.0,Healthcare,No,0.0,Low,Biomass,D
689,Male,23,No,5.0,Healthcare,No,4.0,Low,Solar,D
690,Female,30,No,6.0,Healthcare,Yes,1.0,Low,Wind,D
691,Female,30,No,4.0,Doctor,No,0.0,Low,Solar,D
692,Male,42,Yes,4.0,Entertainment,No,0.0,Average,Hydro,A
693,Female,81,Yes,2.0,Lawyer,No,,High,Solar,D
694,Male,49,Yes,5.0,Entertainment,Yes,1.0,Average,Solar,C
695,Male,32,No,3.0,Healthcare,No,0.0,Low,Biomass,A
696,Female,43,Yes,4.0,Artist,Yes,,Average,Biomass,B
697,Male,26,Yes,4.0,Executive,No,9.0,High,Solar,D
698,Female,67,No,2.0,Artist,No,1.0,Low,Solar,B
699,Male,88,Yes,1.0,Executive,No,0.0,Low,Solar,A
700,Female,40,No,4.0,Healthcare,Yes,8.0,Low,Biomass,D
701,Female,48,,4.0,Artist,Yes,0.0,Low,Biomass,C
702,Male,18,No,3.0,Healthcare,No,7.0,Low,Tidal,D
703,Male,39,Yes,3.0,,Yes,5.0,Average,Solar,A
704,Male,61,Yes,5.0,Entertainment,Yes,7.0,High,Solar,B
705,Female,51,Yes,4.0,Artist,Yes,,High,Solar,C
706,Female,25,Yes,2.0,Engineer,No,0.0,Average,Hydro,A
707,Male,35,No,3.0,Artist,Yes,6.0,Low,Solar,B
708,Male,46,Yes,2.0,Executive,No,0.0,High,Solar,C
709,Female,53,Yes,3.0,Homemaker,No,2.0,High,Solar,B
710,Male,48,Yes,1.0,Entertainment,Yes,9.0,Low,Solar,D
711,Male,75,Yes,2.0,Lawyer,Yes,1.0,Low,Solar,D
712,Male,23,No,3.0,Healthcare,No,1.0,Low,Hydro,D
713,Male,29,No,2.0,Doctor,No,1.0,Low,Solar,D
714,Male,46,Yes,2.0,Artist,No,0.0,Low,Solar,B
715,Female,61,No,1.0,Marketing,Yes,1.0,Low,Solar,D
716,Female,37,No,1.0,Artist,No,1.0,Low,Solar,B
717,Female,23,No,5.0,Healthcare,No,6.0,Low,Biomass,D
718,Male,21,No,8.0,Healthcare,No,,Low,Solar,D
719,Female,33,No,4.0,Healthcare,No,7.0,Low,Geothermal,D
720,Male,74,Yes,,Executive,No,0.0,Low,,D
721,Male,41,No,2.0,Entertainment,No,0.0,Low,Solar,D
722,Female,58,Yes,4.0,Engineer,Yes,,High,Solar,B
723,Male,25,Yes,2.0,Entertainment,Yes,8.0,Average,Solar,A
724,Male,33,No,3.0,Marketing,No,2.0,Low,Solar,D
725,Male,43,Yes,2.0,Doctor,No,0.0,Low,Solar,A
726,Male,25,Yes,2.0,Executive,No,1.0,Low,Hydro,D
727,Female,26,No,1.0,Engineer,No,0.0,Low,Solar,A
728,Male,22,No,5.0,Healthcare,No,1.0,Low,Solar,D
729,Male,28,Yes,2.0,Artist,No,0.0,Average,Solar,D
730,Female,36,No,1.0,Entertainment,Yes,7.0,Low,Solar,A
731,Female,28,No,3.0,Healthcare,No,1.0,Low,Hydro,C
732,Male,85,Yes,4.0,Artist,Yes,1.0,High,Solar,A
733,Male,30,No,,Entertainment,Yes,0.0,Low,Solar,D
734,Male,43,Yes,2.0,Healthcare,Yes,7.0,High,Solar,A
735,Male,82,Yes,2.0,Executive,No,1.0,High,Solar,B
736,Male,48,,5.0,Executive,Yes,,High,Solar,B
737,Female,18,No,3.0,Healthcare,No,3.0,Low,Biomass,D
738,Male,53,Yes,2.0,Engineer,Yes,1.0,Low,Wind,A
739,Male,50,Yes,4.0,Artist,Yes,0.0,Average,Solar,B
740,Female,39,Yes,6.0,Engineer,No,9.0,Average,Hydro,D
741,Female,35,Yes,6.0,Engineer,No,2.0,Average,Biomass,B
742,Male,28,No,3.0,Entertainment,Yes,,Low,Hydro,D
743,Female,33,No,3.0,Engineer,Yes,1.0,Low,Solar,A
744,Female,35,Yes,3.0,Healthcare,Yes,1.0,Low,Solar,C
745,Male,48,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,B
746,Female,50,Yes,3.0,Artist,Yes,1.0,High,Hydro,C
747,Male,47,Yes,4.0,Entertainment,No,0.0,Average,Solar,C
748,Female,50,No,1.0,Artist,Yes,4.0,Low,Solar,C
749,Male,56,Yes,4.0,Artist,Yes,,Low,Wind,A
750,Female,26,No,1.0,Healthcare,No,10.0,Low,Solar,D
751,Male,21,No,4.0,Healthcare,No,0.0,Low,Solar,D
752,Male,61,Yes,4.0,Entertainment,Yes,1.0,Average,Solar,C
753,Female,88,Yes,2.0,Lawyer,No,0.0,High,Solar,B
754,Male,72,No,2.0,Marketing,No,1.0,Low,Solar,D
755,Male,61,Yes,2.0,Artist,Yes,1.0,Low,Solar,B
756,Female,45,Yes,,Engineer,No,8.0,Low,Solar,A
757,Female,51,Yes,5.0,Engineer,No,1.0,Average,Hydro,B
758,Male,42,No,2.0,Artist,Yes,6.0,Low,Wind,B
759,Male,59,Yes,3.0,Entertainment,No,8.0,Average,Solar,C
760,Female,45,No,1.0,Healthcare,Yes,4.0,Low,Solar,A
761,Female,68,Yes,3.0,Artist,Yes,,Average,Solar,C
762,Female,85,Yes,2.0,Lawyer,Yes,0.0,High,Solar,A
763,Male,46,Yes,4.0,Doctor,Yes,1.0,Average,Solar,B
764,Female,32,Yes,2.0,Artist,Yes,0.0,Average,Solar,B
765,Female,70,Yes,1.0,Engineer,Yes,0.0,Low,Solar,C
766,Male,37,Yes,,Entertainment,Yes,,Low,Wind,D
767,Female,30,No,4.0,Marketing,No,1.0,Low,Solar,B
768,Female,33,No,2.0,Engineer,Yes,1.0,Low,Solar,A
769,Male,61,Yes,3.0,Healthcare,No,,Low,Solar,A
770,Female,37,No,1.0,Engineer,Yes,0.0,Low,Hydro,D
771,Male,32,Yes,2.0,Entertainment,Yes,6.0,Low,Biomass,B
772,Male,52,Yes,2.0,Artist,Yes,0.0,High,Solar,B
773,Female,42,Yes,3.0,Entertainment,No,0.0,Average,Solar,B
774,Male,47,Yes,2.0,Artist,Yes,3.0,Average,Solar,B
775,Female,52,Yes,2.0,Artist,Yes,9.0,Low,Solar,C
776,Male,66,Yes,3.0,Entertainment,Yes,0.0,Average,Solar,C
777,Female,28,No,6.0,Engineer,No,,Low,Solar,C
778,Female,47,Yes,1.0,Marketing,Yes,1.0,Low,Solar,D
779,Male,52,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,B
780,Male,27,No,4.0,Healthcare,No,2.0,Low,Wind,D
781,Female,56,Yes,5.0,Artist,Yes,0.0,Average,Solar,B
782,Female,53,Yes,6.0,Engineer,No,7.0,Average,Hydro,A
783,Female,45,Yes,4.0,Artist,Yes,1.0,Average,Hydro,B
784,Female,37,No,1.0,Homemaker,No,1.0,Low,Tidal,D
785,Female,36,Yes,4.0,Artist,No,2.0,Average,Wind,C
786,Male,25,No,3.0,Entertainment,Yes,2.0,Low,Tidal,D
787,Female,45,Yes,2.0,Artist,Yes,1.0,Average,Solar,B
788,Male,72,Yes,,Homemaker,Yes,9.0,Low,,A
789,Male,35,No,3.0,Entertainment,Yes,1.0,Low,Wind,A
790,Female,72,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
791,Female,31,Yes,4.0,Artist,No,1.0,Low,Solar,D
792,Male,47,Yes,3.0,Entertainment,No,4.0,Average,Solar,B
793,Male,20,No,3.0,Healthcare,No,7.0,Low,Solar,D
794,Female,73,Yes,2.0,Lawyer,Yes,1.0,Low,Solar,B
795,Male,29,Yes,2.0,Doctor,No,,High,Wind,B
